number,french_lemma,thematic,pos,english,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency
85,rendre,none,v,"to render, return, yield, give up",* je m'y rendis à 4 heures du matin -- I went there at 4 o'clock in the morning,je m'y rendis à 4 heures du matin,8,I went there at 4 o'clock in the morning,90,10226,90 | 10226
88,venir,Verbs of movement,v,to come,* venez rencontrer les autres -- come meet the others,venez rencontrer les autres,4,come meet the others,81,19776,81 | 19776
90,passer,Verbs of movement,v,to pass,* nous sommes passées devant la maison de ma grand-mère -- we went past the front of my grandmother's place,nous sommes passées devant la maison de ma grand-mère,9,we went past the front of my grandmother's place,83,17070,83 | 17070
95,comprendre,none,v,to understand,* je comprends que vous soyez fâché -- I understand that you're upset,je comprends que vous soyez fâché,6,I understand that you're upset,87,12482,87 | 12482
100,rester,none,v,to stay,"* le temps qu'il te reste, trouve une solution -- in the remaining time, find a solution","le temps qu'il te reste, trouve une solution",8,"in the remaining time, find a solution",86,11942,86 | 11942
104,tenir,none,v,to hold,* c'est une porte de sécurité. tiens ça -- it's a security door. hold this,c'est une porte de sécurité. tiens ça,7,it's a security door. hold this,85,12229,85 | 12229
105,porter,none,"nm,v","to wear, carry",* il a porté le maillot jaune un jour -- he wore the yellow jersey one day,il a porté le maillot jaune un jour,8,he wore the yellow jersey one day,89,8044,89 | 8044
106,parler,Verbs of communication,"nm,v",to speak,* je sais de quoi je parle -- I know what I'm talking about,je sais de quoi je parle,6,I know what I'm talking about,77,18598-n,77 | 18598-n
108,montrer,none,v,to show,* c'est une étrange façon de montrer votre reconnaissance -- that's a strange way to show your gratitude,c'est une étrange façon de montrer votre reconnaissance,8,that's a strange way to show your gratitude,92,5634,92 | 5634
113,continuer,none,v,to continue,* tu continues de m'impressionner -- you continue to impress me,tu continues de m'impressionner,4,you continue to impress me,91,6377,91 | 6377
116,penser,none,"nm,v",to think,* je pense que vous le connaissez bien -- I think you know him very well,je pense que vous le connaissez bien,7,I think you know him very well,78,16338-n,78 | 16338-n
120,suivre,Verbs of movement,v,to follow,"* les autres, suivez-moi! -- everybody else, follow me!","les autres, suivez-moi!",3,"everybody else, follow me!",89,7251,89 | 7251
133,connaître,none,v,to know,* je le connaissais depuis vingt ans -- I had known him for twenty years,je le connaissais depuis vingt ans,6,I had known him for twenty years,83,10612,83 | 10612
135,croire,none,v,to believe,* je n'arrive pas à y croire -- I just can't believe it,je n'arrive pas à y croire,6,I just can't believe it,77,15044-n,77 | 15044-n
139,commencer,none,v,"to begin, start",* il est important que ces entretiens commencent immédiatement -- it's important that these meetings start immediately,il est important que ces entretiens commencent immédiatement,8,it's important that these meetings start immediately,88,6996,88 | 6996
140,compter,none,v,to count,* je peux compter sur toi -- I can count on you,je peux compter sur toi,5,I can count on you,89,6072,89 | 6072
149,entendre,Verbs of communication,v,to hear,* j'ai entendu la nouvelle -- I heard the news,j'ai entendu la nouvelle,4,I heard the news,81,10290,81 | 10290
155,attendre,none,v,to wait,* ma mère m'attend dans la grande salle -- my mother awaits me in the large room,ma mère m'attend dans la grande salle,7,my mother awaits me in the large room,82,9327,82 | 9327
156,remettre,none,v,"to deliver, replace, set, put",* on s'est remis à marcher -- we resumed walking,on s'est remis à marcher,5,we resumed walking,93,3181,93 | 3181
157,appeler,Verbs of communication,v,to call,* comment s'appelle-t-il? -- what's his name?,comment s'appelle-t-il?,2,what's his name?,83,8899,83 | 8899
158,permettre,none,v,to allow,* vous permettez que j'utilise votre téléphone? -- would you allow me to use your telephone?,vous permettez que j'utilise votre téléphone?,6,would you allow me to use your telephone?,78,11760,78 | 11760
159,occuper,none,v,to occupy,* sa main droite était occupée à tenir la petite valise -- his right hand was busy holding the small suitcase,sa main droite était occupée à tenir la petite valise,10,his right hand was busy holding the small suitcase,92,3921,92 | 3921
162,devenir,none,"nm,v",to become,* je suis très heureux que vous deveniez ma voisine -- I'm very happy you've become my neighbor,je suis très heureux que vous deveniez ma voisine,9,I'm very happy you've become my neighbor,82,8933,82 | 8933
163,partir,Verbs of movement,v,to leave,* il est parti à présent -- he is gone for the moment,il est parti à présent,5,he is gone for the moment,83,8299,83 | 8299
165,décider,none,v,to decide,* j'ai décidé d'écrire un roman -- I decided to write a novel,j'ai décidé d'écrire un roman,5,I decided to write a novel,88,5533,88 | 5533
174,arriver,Verbs of movement,v,"to arrive, happen",* cela ne m'était pas arrivé depuis -- that hasn't happened to me since,cela ne m'était pas arrivé depuis,6,that hasn't happened to me since,79,10070,79 | 10070
177,servir,none,v,to serve,* il m'a servi une coupe de champagne -- he served me a glass of champagne,il m'a servi une coupe de champagne,7,he served me a glass of champagne,89,4942,89 | 4942
180,sembler,none,v,to seem,* le processus semble irréversible -- the process seems irreversible,le processus semble irréversible,4,the process seems irreversible,83,7471,83 | 7471
184,revenir,none,v,to come back,* je sais qu'elle ne reviendra jamais -- I know she will never return,je sais qu'elle ne reviendra jamais,6,I know she will never return,85,6514,85 | 6514
196,laisser,none,v,to leave,* il va nous laisser tranquilles -- he'll leave us alone,il va nous laisser tranquilles,5,he'll leave us alone,77,9854,77 | 9854
199,recevoir,none,v,to receive,* il n'a plus reçu de lettres de moi -- he didn't receive any more letters from me,il n'a plus reçu de lettres de moi,8,he didn't receive any more letters from me,82,7201,82 | 7201
200,répondre,Verbs of communication,v,to answer,* j'aimerais y répondre par une autre question -- I would like to respond to it with another question,j'aimerais y répondre par une autre question,7,I would like to respond to it with another question,83,6672,83 | 6672
201,vivre,none,"nm,v",to live,* aucune Marocaine ne vit seule dans le quartier -- no Moroccan woman lives alone in the neighborhood,aucune Marocaine ne vit seule dans le quartier,8,no Moroccan woman lives alone in the neighborhood,80,8023,80 | 8023
208,rappeler,none,v,"to recall, call back",* je ne me rappelle pas avoir été aussi heureux -- I don't remember having been that happy,je ne me rappelle pas avoir été aussi heureux,9,I don't remember having been that happy,86,4966,86 | 4966
209,présenter,none,v,to present,"* papa je te présente Claire -- daddy, this is Claire",papa je te présente Claire,5,"daddy, this is Claire",79,8243,79 | 8243
210,accepter,none,v,to accept,* j'accepte avec plaisir votre aimable invitation -- I accept with pleasure your kind invitation,j'accepte avec plaisir votre aimable invitation,6,I accept with pleasure your kind invitation,87,4705,87 | 4705
211,agir,none,v,to act,* c'est le moment d'agir -- now is the time to act,c'est le moment d'agir,4,now is the time to act,78,8418,78 | 8418
218,poser,Verbs of communication,v,"to put, pose, ask",* je ne me posais plus de questions -- I didn't ask myself any more questions,je ne me posais plus de questions,7,I didn't ask myself any more questions,84,5949,84 | 5949
219,jouer,none,v,to play,* les enfants jouent dehors -- the children are playing outside,les enfants jouent dehors,4,the children are playing outside,83,6092,83 | 6092
221,reconnaître,none,v,to recognize,* Joseph reconnut le chant de la grive -- Joseph recognized the thrush's song,Joseph reconnut le chant de la grive,7,Joseph recognized the thrush's song,85,5513,85 | 5513
224,offrir,Verbs of communication,v,to offer,"* alors, je vous offre la vie éternelle -- so I offer you eternal life","alors, je vous offre la vie éternelle",7,so I offer you eternal life,87,4365,87 | 4365
226,choisir,none,v,to choose,* c'est maintenant le moment de choisir -- now is the moment to choose,c'est maintenant le moment de choisir,6,now is the moment to choose,89,3731,89 | 3731
231,toucher,none,"nm,v",to touch,* il lui touche l'épaule -- he touches her shoulder,il lui touche l'épaule,4,he touches her shoulder,88,4032,88 | 4032
242,aimer,none,v,"to like, love",* tu sais que je t’aime -- you know I love you,tu sais que je t’aime,5,you know I love you,71,10085 −n,71 | 10085 −n
244,retrouver,none,v,"to find, recall",* je te retrouve dehors -- I'll find you outside,je te retrouve dehors,4,I'll find you outside,84,5166,84 | 5166
250,perdre,none,v,to lose,"* vous avez perdu votre mère, mademoiselle? -- did you lose your mother, miss?","vous avez perdu votre mère, mademoiselle?",6,"did you lose your mother, miss?",82,5728,82 | 5728
252,expliquer,Verbs of communication,v,to explain,"* je vous en prie, expliquez-moi tout -- I beg you, explain everything to me","je vous en prie, expliquez-moi tout",6,"I beg you, explain everything to me",82,5749,82 | 5749
255,considérer,none,v,to consider,* la présidence considère cela comme une priorité majeure -- the presidency considers that a major priority,la présidence considère cela comme une priorité majeure,8,the presidency considers that a major priority,85,4591,85 | 4591
257,ouvrir,none,v,to open,"* s'il vous plaît, ouvrez les yeux -- please open your eyes","s'il vous plaît, ouvrez les yeux",6,please open your eyes,83,5254,83 | 5254
258,gagner,none,v,"to win, earn",* que le meilleur gagne -- may the best man win,que le meilleur gagne,4,may the best man win,88,3492,88 | 3492
269,exister,none,v,to exist,* le risque n'existe plus -- there is no more risk,le risque n'existe plus,4,there is no more risk,83,5074,83 | 5074
271,refuser,Verbs of communication,v,to refuse,* attendez...vous refusez d'obéir? -- wait... you refuse to obey?,attendez...vous refusez d'obéir?,3,wait... you refuse to obey?,87,3714,87 | 3714
278,lire,Verbs of communication,"nf,v",to read; lira,* je ne voulais pas lire mes poèmes -- I didn't want to read my poems,je ne voulais pas lire mes poèmes,7,I didn't want to read my poems,80,5707,80 | 5707
279,réussir,none,v,to succeed,* il ne réussit pas à vendre un seul dessin -- he can't manage to sell even one drawing,il ne réussit pas à vendre un seul dessin,9,he can't manage to sell even one drawing,89,2822,89 | 2822
283,changer,none,v,to change,"* ensemble, ils ont changé beaucoup de choses -- together, they changed many things","ensemble, ils ont changé beaucoup de choses",7,"together, they changed many things",82,5082,82 | 5082
290,travailler,Verbs – differences across registers,v,to work,* nous devons travailler ensemble -- we have to work together,nous devons travailler ensemble,4,we have to work together,76,6761,76 | 6761
293,représenter,Verbs of communication,v,to represent,* il représente bien le sport français -- he represents French sports very well,il représente bien le sport français,6,he represents French sports very well,80,5385,80 | 5385
302,assurer,Verbs of communication,v,"to assure, insure",* le contrat assure une pension à l'époux survivant -- the contract guarantees a pension to the surviving spouse,le contrat assure une pension à l'époux survivant,8,the contract guarantees a pension to the surviving spouse,77,6044,77 | 6044
303,essayer,none,v,to try,* je vais essayer de vous convaincre -- I'll try to convince you,je vais essayer de vous convaincre,6,I'll try to convince you,79,5341,79 | 5341
306,empêcher,none,v,to prevent,* cela n'aurait évidemment rien empêché -- apparently that wouldn't have prevented anything,cela n'aurait évidemment rien empêché,5,apparently that wouldn't have prevented anything,89,2705,89 | 2705
309,sortir,Verbs of movement,v,"to go out, leave",* sortez ou j'appelle la police -- get out of here or I'll call the police,sortez ou j'appelle la police,5,get out of here or I'll call the police,73,7005,73 | 7005
313,reprendre,none,v,"to resume, recover, start again, take back","* on peut les arrêter, leur reprendre cette ville -- we can arrest them, take back this city from them","on peut les arrêter, leur reprendre cette ville",8,"we can arrest them, take back this city from them",84,3867,84 | 3867
316,mener,Verbs of movement,v,to lead,* la police mène une enquête pour arrêter les assaillants -- the police are leading an investigation to arrest the attackers,la police mène une enquête pour arrêter les assaillants,9,the police are leading an investigation to arrest the attackers,85,3622,85 | 3622
319,appartenir,none,v,to belong,* cet argent n'appartient pas au gouvernement -- this money does not belong to the government,cet argent n'appartient pas au gouvernement,6,this money does not belong to the government,91,1920,91 | 1920
322,risquer,none,v,to risk,* un avocat ne viendra pas risquer sa vie -- a lawyer won't come here to risk his life,un avocat ne viendra pas risquer sa vie,8,a lawyer won't come here to risk his life,88,2752,88 | 2752
324,concerner,none,v,to concern,"* en ce qui me concerne, je voudrais te féliciter -- for my part, I would like to congratulate you","en ce qui me concerne, je voudrais te féliciter",9,"for my part, I would like to congratulate you",70,7875,70 | 7875
327,apprendre,none,v,to learn,* où as-tu appris le métier? -- where did you learn your trade?,où as-tu appris le métier?,5,where did you learn your trade?,83,4035,83 | 4035
329,rencontrer,none,v,to meet,* il rencontrera le pape au Vatican vendredi -- he will meet the Pope at the Vatican on Friday,il rencontrera le pape au Vatican vendredi,7,he will meet the Pope at the Vatican on Friday,82,4103,82 | 4103
332,créer,none,v,to create,* des malentendus nous créent des problèmes terribles -- misunderstandings create horrible problems for us,des malentendus nous créent des problèmes terribles,7,misunderstandings create horrible problems for us,77,5446,77 | 5446
334,obtenir,none,v,"to get, obtain",* j'essaierai d'obtenir la réponse pour demain -- I will try to get the answer for tomorrow,j'essaierai d'obtenir la réponse pour demain,6,I will try to get the answer for tomorrow,79,5088,79 | 5088
336,chercher,Verbs of movement,v,to look for,* je ne cherche pas la richesse -- I am not seeking riches,je ne cherche pas la richesse,6,I am not seeking riches,76,5694,76 | 5694
337,entrer,Verbs of movement,v,"to enter, go in, come in",* faut trouver le moyen d' entrer dans le soussol -- gotta find the way to enter into the basement,faut trouver le moyen d' entrer dans le soussol,9,gotta find the way to enter into the basement,83,3800,83 | 3800
338,proposer,Verbs of communication,v,to propose,* le jeune Français propose une promenade au parc -- the young Frenchman proposed a stroll through the park,le jeune Français propose une promenade au parc,8,the young Frenchman proposed a stroll through the park,73,6484,73 | 6484
339,apporter,Verbs of movement,v,to bring,* je vous ai apportée des fleurs de mon jardin -- I brought you flowers from my garden,je vous ai apportée des fleurs de mon jardin,9,I brought you flowers from my garden,84,3624,84 | 3624
345,utiliser,none,v,to use,* il utilisait une sorte de rasoir -- he was using some type of razor,il utilisait une sorte de rasoir,6,he was using some type of razor,68,7709,68 | 7709
346,atteindre,Verbs of movement,v,to reach,* leur fortune atteindrait des milliards -- their fortune would reach billions,leur fortune atteindrait des milliards,5,their fortune would reach billions,82,3980,82 | 3980
347,tenter,none,v,"to tempt, try",* il tente de sortir de l'Italie -- he tried to leave Italy,il tente de sortir de l'Italie,6,he tried to leave Italy,85,3186,85 | 3186
354,importer,Verbs of movement,v,to import; to be important,* il importait de ne pas répéter l'erreur -- it's important to not repeat the mistake,il importait de ne pas répéter l'erreur,7,it's important to not repeat the mistake,86,3055,86 | 3055
359,ajouter,Verbs of communication,v,to add,* il ajouta à sa lettre une note -- he added a note to his letter,il ajouta à sa lettre une note,7,he added a note to his letter,74,5987,74 | 5987
367,produire,none,v,to product,* nous devons produire quelque chose sur les terres en jachère -- we must produce something with the fallow lands,nous devons produire quelque chose sur les terres en jachère,10,we must produce something with the fallow lands,81,4014,81 | 4014
368,préparer,none,v,to prepare,* je vous prépare à manger? -- should I prepare you some food?,je vous prépare à manger?,5,should I prepare you some food?,89,2223,89 | 2223
376,relever,none,v,to raise,* elle relevait la tête pour croiser mon regard -- she lifted up her head to catch me looking at her,elle relevait la tête pour croiser mon regard,8,she lifted up her head to catch me looking at her,89,2219,89 | 2219
382,écrire,Verbs of communication,v,to write,* c'est pour cela que j'écris -- that's why I'm writing,c'est pour cela que j'écris,5,that's why I'm writing,70,6496,70 | 6496
385,défendre,Verbs of communication,v,"to defend, forbid",* je pensais que je pouvais me défendre -- I thought I could defend myself,je pensais que je pouvais me défendre,7,I thought I could defend myself,87,2412,87 | 2412
391,tirer,Verbs of movement,v,"to pull, fire","* à mon ordre, tirez sur ce câble -- when I give the word, pull on this cable","à mon ordre, tirez sur ce câble",7,"when I give the word, pull on this cable",79,4267,79 | 4267
395,juger,none,v,to judge,* ce n'est pas à moi de juger ça -- it's not my place to judge that,ce n'est pas à moi de juger ça,8,it's not my place to judge that,84,3077,84 | 3077
396,éviter,none,v,to avoid,* on ne peut évidemment pas l'éviter -- we obviously can't avoid that,on ne peut évidemment pas l'éviter,6,we obviously can't avoid that,86,2608,86 | 2608
403,souhaiter,Verbs of communication,v,to wish,* l'équipage vous souhaite un bon voyage -- the crew wishes you a pleasant voyage,l'équipage vous souhaite un bon voyage,6,the crew wishes you a pleasant voyage,81,3680,81 | 3680
408,engager,none,v,"to hire, involve",* nous sommes engagés dans un travail de réflexion -- we're involved in some reflective thinking,nous sommes engagés dans un travail de réflexion,8,we're involved in some reflective thinking,83,3182,83 | 3182
409,réaliser,none,v,"to realize, achieve",* je réaliserai ton rêve -- I will achieve your dream,je réaliserai ton rêve,4,I will achieve your dream,82,3399,82 | 3399
413,aider,Verbs – differences across registers,v,"to help, assist","* bonjour, je peux vous aider? -- hello, can I help you?","bonjour, je peux vous aider?",5,"hello, can I help you?",76,4636+s,76 | 4636+s
415,terminer,none,v,"to finish, end,",* va terminer ton petit déjeuner -- go finish your breakfast,va terminer ton petit déjeuner,5,go finish your breakfast,85,2717,85 | 2717
417,espérer,none,v,to hope,* j'espère obtenir une réponse claire -- I hope to obtain a clear response,j'espère obtenir une réponse claire,5,I hope to obtain a clear response,80,3893,80 | 3893
420,arrêter,Verbs of movement,v,"to stop, arrest",* les deux dirigeants ont été arrêtés par la police -- the two leaders were arrested by the police,les deux dirigeants ont été arrêtés par la police,9,the two leaders were arrested by the police,73,5457,73 | 5457
425,regarder,none,v,"to look, watch",* je regarde les reportages depuis ce matin -- I've been watching news reports since this morning,je regarde les reportages depuis ce matin,7,I've been watching news reports since this morning,62,7977-n,62 | 7977-n
429,écouter,Verbs of communication,v,to listen to,* je pouvais l'écouter pendant des heures -- I could listen to him for hours,je pouvais l'écouter pendant des heures,6,I could listen to him for hours,78,4164,78 | 4164
431,valoir,none,v,to be worth,* c'est fini. ça vaut pas la peine -- it's over. it's not worth it,c'est fini. ça vaut pas la peine,7,it's over. it's not worth it,85,2640,85 | 2640
437,prévoir,none,v,"to foresee, anticipate",* son mandat présidentiel est prévu pour s'achever en 2007 -- his presidential mandate is due to expire in 2007,son mandat présidentiel est prévu pour s'achever en 2007,9,his presidential mandate is due to expire in 2007,71,5428,71 | 5428
448,remplacer,none,v,to replace,"* tu dois être prêt à nous remplacer, le cas échéant -- you must be ready to replace us, if need be","tu dois être prêt à nous remplacer, le cas échéant",10,"you must be ready to replace us, if need be",91,1429,91 | 1429
449,avancer,Verbs of movement,v,"to advance, move forward",* c'est moi qui ai avancé les fonds -- I'm the one who advanced the funds,c'est moi qui ai avancé les fonds,7,I'm the one who advanced the funds,88,1999,88 | 1999
454,marquer,none,v,to mark,* cet épisode tragique marque la fin d'une aventure -- this tragic episode marks the end of an adventure,cet épisode tragique marque la fin d'une aventure,8,this tragic episode marks the end of an adventure,86,2281,86 | 2281
459,élever,Verbs of movement,v,"to grow, lift, raise",* des murmures s'élevèrent autour de lui -- murmuring arose all around him,des murmures s'élevèrent autour de lui,6,murmuring arose all around him,78,3830,78 | 3830
462,cesser,none,v,"to cease, stop",* on ne doit pas cesser de poser des questions -- we should never stop asking questions,on ne doit pas cesser de poser des questions,9,we should never stop asking questions,83,2712,83 | 2712
463,poursuivre,Verbs of movement,v,to pursue,* je poursuis cette criminelle -- I'm pursuing this criminal,je poursuis cette criminelle,4,I'm pursuing this criminal,78,3625,78 | 3625
464,maintenir,none,v,to maintain,* ce principe sera maintenu -- this principle will be maintained,ce principe sera maintenu,4,this principle will be maintained,85,2339,85 | 2339
466,exprimer,Verbs of communication,v,to express,"* encore une fois, j'exprime ma frustration -- once again, I express my frustration","encore une fois, j'exprime ma frustration",6,"once again, I express my frustration",81,3066,81 | 3066
469,imposer,none,v,to impose,* on leur impose des changements très rapides -- rapid change is being imposed upon them,on leur impose des changements très rapides,7,rapid change is being imposed upon them,78,3668,78 | 3668
486,former,none,v,to form,* ils ne parviennent pas à former un groupe -- they didn't manage to form a group,ils ne parviennent pas à former un groupe,8,they didn't manage to form a group,85,2331,85 | 2331
487,conduire,Verbs of movement,v,"to lead, drive",* conduisons-la à l'hôpital -- let's drive her to the hospital,conduisons-la à l'hôpital,3,let's drive her to the hospital,84,2505,84 | 2505
493,disparaître,none,v,"to disappear, vanish",* l'avion a subitement disparu des écrans -- the airplane suddenly disappeared from the screens,l'avion a subitement disparu des écrans,6,the airplane suddenly disappeared from the screens,84,2444,84 | 2444
494,priver,none,v,to deprive,* je ne me serais pas privée de sommeil à cause de vous -- I wouldn't lose any sleep over you,je ne me serais pas privée de sommeil à cause de vous,12,I wouldn't lose any sleep over you,83,2563,83 | 2563
495,constituer,none,v,to constitute,* le djihad et le sacrifice constituent donc un devoir -- jihad and sacrifice are thus a duty,le djihad et le sacrifice constituent donc un devoir,9,jihad and sacrifice are thus a duty,76,3789,76 | 3789
498,lier,none,v,"to link, join",* c'est le premier décès lié à l'épidémie -- it's the first death linked to the epidemic,c'est le premier décès lié à l'épidémie,7,it's the first death linked to the epidemic,82,2624,82 | 2624
499,obliger,none,v,"to require, force, oblige",* tu ne peux pas m'obliger à rester! -- you can't force me to stay!,tu ne peux pas m'obliger à rester!,7,you can't force me to stay!,88,1707,88 | 1707
500,craindre,none,v,"to fear, be afraid of",* il ne craignait rien -- he was afraid of nothing,il ne craignait rien,4,he was afraid of nothing,88,1679,88 | 1679
503,déclarer,Verbs of communication,v,to declare,* il déclare que cette méthode était utile à l'époque -- he declared that this method was useful at that time,il déclare que cette méthode était utile à l'époque,9,he declared that this method was useful at that time,63,6208,63 | 6208
504,oublier,none,v,to forget,* je ne t'oublierai jamais -- I will never forget you,je ne t'oublierai jamais,4,I will never forget you,75,3841,75 | 3841
507,quitter,Verbs of movement,v,to leave,* vous êtes priés de quitter l'hôpital sans précipitation -- please leave the hospital immediately,vous êtes priés de quitter l'hôpital sans précipitation,8,please leave the hospital immediately,76,3644,76 | 3644
514,lancer,none,"nm,v","to throw, launch",* je lance des mots au hasard -- I toss out words at random,je lance des mots au hasard,6,I toss out words at random,76,3557,76 | 3557
519,paraître,none,v,to appear,* il paraît qu'il est à la bibliothèque maintenant -- it appears that he's at the library now,il paraît qu'il est à la bibliothèque maintenant,8,it appears that he's at the library now,75,3805,75 | 3805
521,annoncer,Verbs – differences across registers,v,to announce,* l'année 1993 s'annonce donc difficile -- 1993 is hence showing to be a difficult year,l'année 1993 s'annonce donc difficile,5,1993 is hence showing to be a difficult year,63,6147,63 | 6147
526,envoyer,none,v,to send,* les deux femmes envoyèrent la lettre -- the two women sent the letter,les deux femmes envoyèrent la lettre,6,the two women sent the letter,74,3946,74 | 3946
527,partager,none,v,to share,* je ne peux pas te partager -- I can't share you,je ne peux pas te partager,6,I can't share you,83,2458,83 | 2458
529,établir,none,v,to establish,"* avant d'attaquer, établissons les règles -- before we attack, let's establish the ground rules","avant d'attaquer, établissons les règles",5,"before we attack, let's establish the ground rules",74,3929,74 | 3929
531,garder,none,v,to keep,* je la gardais dans mes bras -- I held her in my arms,je la gardais dans mes bras,6,I held her in my arms,78,3200,78 | 3200
533,interdire,Verbs of communication,v,"to forbid, prohibit, ban",* je m'interdis d'écrire et de prononcer votre nom -- I forbid myself to write or speak your name,je m'interdis d'écrire et de prononcer votre nom,8,I forbid myself to write or speak your name,87,1798,87 | 1798
534,finir,none,v,to finish,* je dois finir de nettoyer les droïdes -- I have to finish cleaning the droids,je dois finir de nettoyer les droïdes,7,I have to finish cleaning the droids,71,4563,71 | 4563
535,placer,none,"nm,v",to place,* la famille a été placée en détention -- the family was placed in detention,la famille a été placée en détention,7,the family was placed in detention,84,2297,84 | 2297
536,sentir,none,v,"to feel, smell",* tu ne sens pas son parfum? -- you don't smell her perfume?,tu ne sens pas son parfum?,6,you don't smell her perfume?,66,5339-n,66 | 5339-n
537,payer,none,v,to pay,* c'est moi qui paie votre salaire -- I'm the one who pays your salary,c'est moi qui paie votre salaire,6,I'm the one who pays your salary,74,3957,74 | 3957
540,diriger,none,v,"to lead, direct",* nous ne sommes dirigés que par nos désirs -- we are only led by our desires,nous ne sommes dirigés que par nos désirs,8,we are only led by our desires,85,2084,85 | 2084
541,noter,Verbs of communication,v,"to note, notice",* tu as tout noté? -- did you note everything?,tu as tout noté?,4,did you note everything?,85,2109,85 | 2109
544,charger,none,v,"to load, charge",* le juge chargé du dossier refuse de convoquer le maire -- the judge assigned to the case refuses to summon the mayor,le juge chargé du dossier refuse de convoquer le maire,10,the judge assigned to the case refuses to summon the mayor,81,2662,81 | 2662
547,tomber,Verbs of movement,v,to fall,"* il s'arrêta, tomba à genoux pour remercier Dieu -- he stopped, fell to his knees to thank God","il s'arrêta, tomba à genoux pour remercier Dieu",8,"he stopped, fell to his knees to thank God",73,3963,73 | 3963
550,entraîner,none,v,"to carry along, train",* tu es trop jeune pour t'entraîner -- you're too young to receive training,tu es trop jeune pour t'entraîner,6,you're too young to receive training,85,2097,85 | 2097
551,disposer,none,v,"to arrange, set",* la France dispose d'unités navales basées à Djibouti -- France has naval units based in Djibouti,la France dispose d'unités navales basées à Djibouti,8,France has naval units based in Djibouti,80,2817,80 | 2817
557,retenir,none,v,"to retain, hold back, remember","* depuis ma blessure, je ne retiens rien -- since my injury I can't remember anything","depuis ma blessure, je ne retiens rien",7,since my injury I can't remember anything,86,1781,86 | 1781
559,intéresser,none,v,"to interest, involve",* leur avis ne m'intéresse pas -- their advice doesn't interest me,leur avis ne m'intéresse pas,5,their advice doesn't interest me,81,2515,81 | 2515
565,parvenir,none,v,"to reach, achieve",* je suis content d'être parvenu au bout -- I am happy to have reached the end,je suis content d'être parvenu au bout,7,I am happy to have reached the end,84,2133,84 | 2133
