id,number,french_lemma,thematic,pos,adjective_type,is_invariable,masc_singular,fem_singular,masc_plural,fem_plural,english,chinese_translation,example,example_french,word count,example_english,example_target_form,memory_note,range_count,frequency_raw,range_pipe_frequency
adj_0037,202,long,none,"adv,nadj",irregular,false,long,longue,longs,longues,"long, lengthy",长的,"* l'éducation sur le long terme paiera, j'en suis convaincu -- long-term education pays off, I'm convinced of that","l'éducation sur le long terme paiera, j'en suis convaincu",9,"long-term education pays off, I'm convinced of that",long,Irregular: long → longue.,82,6947,82 | 6947
adj_0038,212,simple,Emotions,nadj(f),ends_in_e,false,simple,simple,simples,simples,simple,简单的,* on préférerait une réponse simple -- we would prefer a simple answer,on préférerait une réponse simple,5,we would prefer a simple answer,simple,Masculine and feminine singular are the same because the adjective ends in -e.,90,3579,90 | 3579
adj_0039,213,plusieurs,none,"det,adj,pro",plural_only,true,—,—,plusieurs,plusieurs,several,几个的；若干的,* il y a plusieurs formes d'humour -- there are several types of humor,il y a plusieurs formes d'humour,6,there are several types of humor,plusieurs,Plural-only determiner/adjective; same form for masculine and feminine plural.,80,7714,80 | 7714
adj_0040,215,important,Emotions,nadj,regular,false,important,importante,importants,importantes,important,重要的,* c'est une question extrêmement importante -- it's an extremely important question,c'est une question extrêmement importante,5,it's an extremely important question,importante,Regular pattern: feminine +e; plural +s.,75,9564,75 | 9564
adj_0041,216,présent,Time,nadj,regular,false,présent,présente,présents,présentes,present,当前的；在场的,* il est trop tard pour dîner à présent -- it's too late to have supper now,il est trop tard pour dîner à présent,8,it's too late to have supper now,présent,Regular pattern: feminine +e; plural +s.,86,5151,86 | 5151
adj_0042,217,mieux,none,"adji(pl),adv,nm",invariable,true,mieux,mieux,mieux,mieux,better,更好的,* je ne vous ai jamais mieux aimée -- I have never loved you more,je ne vous ai jamais mieux aimée,7,I have never loved you more,mieux,Invariable adjective/adjectival word; forms do not change.,82,6736,82 | 6736
adj_0043,227,national,none,nadj,regular,false,national,nationale,nationaux,nationales,national,国家的,* il y avait l'intérêt national français -- the national interests of the French were involved,il y avait l'intérêt national français,6,the national interests of the French were involved,national,Regular pattern: feminine +e; plural +s.,74,9570,74 | 9570
adj_0044,237,propre,Emotions,nadj(f),ends_in_e,false,propre,propre,propres,propres,"clean, proper",干净的,"* la pétasse était propre, mec -- the woman was clean, man","la pétasse était propre, mec",5,"the woman was clean, man",propre,Masculine and feminine singular are the same because the adjective ends in -e.,85,5012,85 | 5012
adj_0045,251,français,Nationalities,nadj(pl),s_to_se,false,français,française,français,françaises,French,法国的；法语的,* il faut leur parler en français -- you need to speak to them in French,il faut leur parler en français,6,you need to speak to them in French,français,Masculine ends in -s; feminine adds -e: français → française.,71,9969,71 | 9969
adj_0046,261,économique,none,nadj(f),ends_in_e,false,économique,économique,économiques,économiques,"economic, economical",经济的,* le rétablissement économique de l'Asie est plus rapide que prévu -- Asian economic recovery is faster than projected,le rétablissement économique de l'Asie est plus rapide que prévu,10,Asian economic recovery is faster than projected,économique,Masculine and feminine singular are the same because the adjective ends in -e.,77,7421,77 | 7421
adj_0047,264,haut,none,"adv,nadj",regular,false,haut,haute,hauts,hautes,"top, high",高的；上方的,* voilà qui vous lancera dans la haute société -- that's who will launch you into high society,voilà qui vous lancera dans la haute société,8,that's who will launch you into high society,haute,Regular pattern: feminine +e; plural +s.,84,4897,84 | 4897
adj_0048,270,sûr,Emotions,adj,regular,false,sûr,sûre,sûrs,sûres,sure,确定的；可靠的,"* tu m'attends? bien sûr, poupée -- will you wait for me? of course, doll","tu m'attends? bien sûr, poupée",5,"will you wait for me? of course, doll",sûr,Regular pattern: feminine +e; plural +s.,78,6629,78 | 6629
adj_0049,274,mauvais,Emotions,"adv,nadj(pl)",s_to_se,false,mauvais,mauvaise,mauvais,mauvaises,"bad, wrong",坏的；错误的,* il constitue un pas dans la mauvaise direction -- it constitutes a step in the wrong direction,il constitue un pas dans la mauvaise direction,8,it constitutes a step in the wrong direction,mauvaise,Masculine ends in -s; feminine adds -e: mauvais → mauvaise.,88,3425,88 | 3425
adj_0050,276,mort,none,"adj,nf",regular,false,mort,morte,morts,mortes,dead; death,死的,* la mort ne m'effraye pas -- death doesn't frighten me,la mort ne m'effraye pas,5,death doesn't frighten me,mort,Regular pattern: feminine +e; plural +s.,71,8855,71 | 8855
adj_0051,277,mal,none,"adji,adv,nm",invariable,true,mal,mal,mal,mal,bad,坏的；错误的,"* autrement dit, la journée a plutôt mal commencé -- in other words, the day started out rather badly","autrement dit, la journée a plutôt mal commencé",8,"in other words, the day started out rather badly",mal,Invariable adjective/adjectival word; forms do not change.,77,6809,77 | 6809
adj_0052,282,international,none,nadj,regular,false,international,internationale,internationaux,internationales,international,国际的,* elle jouit également d'une excellente réputation internationale -- she also has an excellent international reputation,elle jouit également d'une excellente réputation internationale,7,she also has an excellent international reputation,internationale,Regular pattern: feminine +e; plural +s.,70,9001,70 | 9001
adj_0053,285,public,Emotions,nadj,irregular,false,public,publique,publics,publiques,"public, audience",公共的；公开的,* je dois beaucoup au public -- I owe a lot to the public,je dois beaucoup au public,5,I owe a lot to the public,public,Irregular: public → publique.,78,6074,78 | 6074
adj_0054,286,humain,none,nadj,regular,false,humain,humaine,humains,humaines,human,人的；人类的,"* vous savez, on est humains, nous aussi -- you know, we are also human","vous savez, on est humains, nous aussi",7,"you know, we are also human",humains,Regular pattern: feminine +e; plural +s.,81,5151,81 | 5151
adj_0055,292,vrai,none,"adv,nadj",regular,false,vrai,vraie,vrais,vraies,true,真实的,"* ah, oui, c'est vrai -- oh, yes, that's right","ah, oui, c'est vrai",4,"oh, yes, that's right",vrai,Regular pattern: feminine +e; plural +s.,73,7846,73 | 7846
adj_0056,296,difficile,Emotions,nadj(f),ends_in_e,false,difficile,difficile,difficiles,difficiles,difficult,困难的,"* c'est difficile, monsieur, très difficile d'être un homme -- sir, it's difficult--very difficult--to be a man","c'est difficile, monsieur, très difficile d'être un homme",8,"sir, it's difficult--very difficult--to be a man",difficile,Masculine and feminine singular are the same because the adjective ends in -e.,84,4116,84 | 4116
adj_0057,301,social,Emotions,nadj,regular,false,social,sociale,sociaux,sociales,social,社会的,* elle a une dimension sociale autant que biologique -- it has a social dimension as much as a biological one,elle a une dimension sociale autant que biologique,8,it has a social dimension as much as a biological one,sociale,Regular pattern: feminine +e; plural +s.,71,8096,71 | 8096
adj_0058,304,juste,Adverbs – differences across registers,"adv,nadj(f)",ends_in_e,false,juste,juste,justes,justes,"just, only; fair",公正的；刚刚的,"* vous êtes juste et impartial, comme toujours -- you're fair and impartial, as always","vous êtes juste et impartial, comme toujours",7,"you're fair and impartial, as always",juste,Masculine and feminine singular are the same because the adjective ends in -e.,79,5294,79 | 5294
adj_0059,305,étranger,Relationships,nadj,er_to_ère,false,étranger,étrangère,étrangers,étrangères,foreigner; foreign,外国的；外国人,* la situation est bien différente à l'étranger -- the situation is very different abroad,la situation est bien différente à l'étranger,7,the situation is very different abroad,étranger,Feminine pattern: étranger → étrangère.,76,6272,76 | 6272
adj_0060,314,courant,Natural features and plants,"adj,nm",regular,false,courant,courante,courants,courantes,current,当前的,"* je suis au courant, il a téléphoné -- I'm aware of it, he telephoned","je suis au courant, il a téléphoné",7,"I'm aware of it, he telephoned",courant,Regular pattern: feminine +e; plural +s.,89,2490,89 | 2490
adj_0061,335,clair,Emotions,"adv,nadj",regular,false,clair,claire,clairs,claires,clear,清楚的,"* la nuit était froide et claire, sous la lune -- the night was cold and clear, under the moon","la nuit était froide et claire, sous la lune",9,"the night was cold and clear, under the moon",claire,Regular pattern: feminine +e; plural +s.,86,3080,86 | 3080
adj_0062,344,libre,Emotions,adj(f),ends_in_e,false,libre,libre,libres,libres,free,自由的；免费的,* demain je suis libre toute la journée -- tomorrow I'm free all day,demain je suis libre toute la journée,7,tomorrow I'm free all day,libre,Masculine and feminine singular are the same because the adjective ends in -e.,87,2703,87 | 2703
adj_0063,350,différent,Emotions,adj,regular,false,différent,différente,différents,différentes,different,不同的,* c'est un bruit complètement différent -- it's a completely different noise,c'est un bruit complètement différent,5,it's a completely different noise,différent,Regular pattern: feminine +e; plural +s.,75,5696,75 | 5696
adj_0064,366,nombreux,none,adj(pl),eux_to_euse,false,nombreux,nombreuse,nombreux,nombreuses,numerous,许多的,* j'ai participé à de nombreux débats de ce genre -- I have participated in numerous debates of this kind,j'ai participé à de nombreux débats de ce genre,9,I have participated in numerous debates of this kind,nombreux,Feminine pattern: nombreux → nombreuse.,78,4678,78 | 4678
adj_0065,374,américain,Nationalities,nadj,regular,false,américain,américaine,américains,américaines,American,美国的,* c'est la voie que les Américains ont choisie -- it's the path that the Americans have chosen,c'est la voie que les Américains ont choisie,8,it's the path that the Americans have chosen,américains,Regular pattern: feminine +e; plural +s.,60,9762,60 | 9762
adj_0066,379,second,none,"adj,det,nm",regular,false,second,seconde,seconds,secondes,second,第二的,* j'ai écrit la seconde partie du roman avant la première -- I wrote the second part of the novel before the first,j'ai écrit la seconde partie du roman avant la première,10,I wrote the second part of the novel before the first,seconde,Regular pattern: feminine +e; plural +s.,84,3301,84 | 3301
adj_0067,380,prochain,none,nadj,regular,false,prochain,prochaine,prochains,prochaines,next,下一个的,* je vous offre 50% sur votre billet prochain -- I'll offer you 50% off your next ticket,je vous offre 50% sur votre billet prochain,8,I'll offer you 50% off your next ticket,prochain,Regular pattern: feminine +e; plural +s.,76,5091,76 | 5091
adj_0068,381,particulier,Emotions,nadj,er_to_ère,false,particulier,particulière,particuliers,particulières,"particular, peculiar; person",特定的；特别的,* j'ai un regard un peu particulier -- I have a somewhat peculiar look,j'ai un regard un peu particulier,6,I have a somewhat peculiar look,particulier,Feminine pattern: particulier → particulière.,78,4643,78 | 4643
adj_0069,392,ancien,none,"adj,nm",double_n,false,ancien,ancienne,anciens,anciennes,ancient; former,古老的；以前的,* je dis merci à tous les anciens combattants -- I thank all the combat veterans,je dis merci à tous les anciens combattants,8,I thank all the combat veterans,anciens,Feminine often doubles n: ancien → ancienne.,73,5545,73 | 5545
adj_0070,393,beau,Emotions,"adj,nm",irregular,false,beau,belle,beaux,belles,"handsome, fine, right",英俊的；美好的,"* ce sont là de belles paroles, mais des paroles creuses -- those are pretty words, but empty ones","ce sont là de belles paroles, mais des paroles creuses",10,"those are pretty words, but empty ones",belles,Irregular: beau → belle; masculine plural: beaux.,71,6210,71 | 6210
adj_0071,394,plein,none,"adv,nadj,prep",regular,false,plein,pleine,pleins,pleines,full,满的,* l'église est pleine -- the church is full,l'église est pleine,3,the church is full,pleine,Regular pattern: feminine +e; plural +s.,81,3694,81 | 3694
adj_0072,398,personnel,none,nadj,double_l,false,personnel,personnelle,personnels,personnelles,"personnel, personal",人员的；个人的,* vous semblez vous inspirer de votre vie personnelle pour écrire -- you seem to draw inspiration from your own personal life in writing,vous semblez vous inspirer de votre vie personnelle pour écrire,10,you seem to draw inspiration from your own personal life in writing,personnelle,Feminine often doubles l: personnel → personnelle.,81,3741,81 | 3741
adj_0073,400,parti,none,nadj,regular,false,parti,partie,partis,parties,party,党的；政党的,* il n'y a qu'un parti à blâmer -- there's only one party to blame,il n'y a qu'un parti à blâmer,7,there's only one party to blame,parti,Regular pattern: feminine +e; plural +s.,66,7249,66 | 7249
adj_0074,402,unique,Emotions,adj(f),ends_in_e,false,unique,unique,uniques,uniques,unique,独特的,* j'ai longtemps cru que tu étais unique -- I have long believed that you were unique,j'ai longtemps cru que tu étais unique,7,I have long believed that you were unique,unique,Masculine and feminine singular are the same because the adjective ends in -e.,89,1936,89 | 1936
adj_0075,412,sérieux,Emotions,nadj(pl),eux_to_euse,false,sérieux,sérieuse,sérieux,sérieuses,serious,严肃的；严重的,"* mon thème est sérieux, mais mon texte est rigolo -- my topic is serious, but my text is comical","mon thème est sérieux, mais mon texte est rigolo",9,"my topic is serious, but my text is comical",sérieux,Feminine pattern: sérieux → sérieuse.,89,2052,89 | 2052
adj_0076,419,gros,none,"adv,nadj(pl)",s_to_sse,false,gros,grosse,gros,grosses,big,大的,* ce n'était pas un gros chien -- it wasn't a large dog,ce n'était pas un gros chien,6,it wasn't a large dog,gros,Feminine doubles s: gros → grosse.,80,3786,80 | 3786
adj_0077,422,prêt,Emotions,"adj,nm",regular,false,prêt,prête,prêts,prêtes,ready,准备好的,* le dîner est prêt! -- supper is ready!,le dîner est prêt!,4,supper is ready!,prêt,Regular pattern: feminine +e; plural +s.,80,3721,80 | 3721
adj_0078,433,intérieur,none,nadj,eur_to_eure,false,intérieur,intérieure,intérieurs,intérieures,"interior, inside",内部的,* je sentais mon cœur battre à l'intérieur -- I felt my heart beating within me,je sentais mon cœur battre à l'intérieur,7,I felt my heart beating within me,intérieur,Many -eur adjectives take -e in the feminine; review if this word is agentive.,80,3574,80 | 3574
adj_0079,443,grave,Emotions,"adv,nadj(f),nm",ends_in_e,false,grave,grave,graves,graves,"serious, grave",严肃的；严重的,* ce n'est peut-être pas si grave que ça -- maybe it's not quite that serious,ce n'est peut-être pas si grave que ça,8,maybe it's not quite that serious,grave,Masculine and feminine singular are the same because the adjective ends in -e.,85,2606,85 | 2606
adj_0080,445,européen,Nationalities,nadj,double_n,false,européen,européenne,européens,européennes,European,欧洲的,* vous avez fait une tournée européenne -- you toured around Europe,vous avez fait une tournée européenne,6,you toured around Europe,européenne,Feminine often doubles n: européen → européenne.,57,9055-l,57 | 9055-l
adj_0081,451,nécessaire,none,nadj(f),ends_in_e,false,nécessaire,nécessaire,nécessaires,nécessaires,"necessary, required",必要的,* je ne pense pas qu'il soit nécessaire de la distribuer -- I don't think it will be necessary to distribute it,je ne pense pas qu'il soit nécessaire de la distribuer,10,I don't think it will be necessary to distribute it,nécessaire,Masculine and feminine singular are the same because the adjective ends in -e.,73,4920,73 | 4920
adj_0082,455,entier,none,nadj,er_to_ère,false,entier,entière,entiers,entières,"whole, full",完整的；整个的,* le monde entier est contre nous -- the whole world is against us,le monde entier est contre nous,6,the whole world is against us,entier,Feminine pattern: entier → entière.,86,2212,86 | 2212
adj_0083,458,principal,none,nadj,regular,false,principal,principale,principaux,principales,principal,主要的,* trouver le rôle principal s'est révélé assez problématique -- finding the lead role turned out to be a problem,trouver le rôle principal s'est révélé assez problématique,8,finding the lead role turned out to be a problem,principal,Regular pattern: feminine +e; plural +s.,74,4477,74 | 4477
adj_0084,467,ami,Relationships,nadj,regular,false,ami,amie,amis,amies,friend,朋友的；友好的,* je te présente mon ami -- this is my friend,je te présente mon ami,5,this is my friend,ami,Regular pattern: feminine +e; plural +s.,71,5135,71 | 5135
adj_0085,468,bas,Clothing,"adv,nadj(pl),nm(pl)",s_to_sse,false,bas,basse,bas,basses,low; stockings,低的,"* elle ajouta presque à voix basse, comme quelqu'un qui parle dans l'obscurité -- she spoke in a low voice, like someone speaking from obscurity","elle ajouta presque à voix basse, comme quelqu'un qui parle dans l'obscurité",12,"she spoke in a low voice, like someone speaking from obscurity",basse,Feminine doubles s: bas → basse.,81,3141,81 | 3141
adj_0086,476,sauf,none,"adj,prep",f_to_ve,false,sauf,sauve,saufs,sauves,except; safe,除外的,* tout le monde rit sauf elle -- everyone's laughing except her,tout le monde rit sauf elle,6,everyone's laughing except her,sauf,Feminine pattern: sauf → sauve.,89,1706,89 | 1706
adj_0087,484,futur,Time,nadj,regular,false,futur,future,futurs,futures,future,未来的,"* un futur sans guerre, c'est cool, hein? -- a future without wars--cool, eh?","un futur sans guerre, c'est cool, hein?",7,"a future without wars--cool, eh?",futur,Regular pattern: feminine +e; plural +s.,88,1823,88 | 1823
adj_0088,501,passé,Time,"nadj,prep",regular,false,passé,passée,passés,passées,past,过去的,* j'étais prisonnier de mon passé -- I was a prisoner of my past,j'étais prisonnier de mon passé,5,I was a prisoner of my past,passé,Regular pattern: feminine +e; plural +s.,87,1843,87 | 1843
adj_0089,511,responsable,Emotions,nadj(f),ends_in_e,false,responsable,responsable,responsables,responsables,responsible,负责的,* je ne suis pas le seul responsable -- I'm not the only one responsible,je ne suis pas le seul responsable,7,I'm not the only one responsible,responsable,Masculine and feminine singular are the same because the adjective ends in -e.,69,4952,69 | 4952
adj_0090,513,tôt,none,"adji,adv",invariable,true,tôt,tôt,tôt,tôt,early,早的,"* plus tôt on partira, mieux ce sera -- the sooner we leave, the better it will be","plus tôt on partira, mieux ce sera",7,"the sooner we leave, the better it will be",tôt,Invariable adjective/adjectival word; forms do not change.,85,2124,85 | 2124
adj_0091,518,objectif,Emotions,"adj,nm",if_to_ive,false,objectif,objective,objectifs,objectives,"objective, aim, goal; lens",客观的；目标的,* je ne me suis jamais fixé d'objectifs précis -- I never set definite goals for myself,je ne me suis jamais fixé d'objectifs précis,8,I never set definite goals for myself,objectifs,Feminine pattern: objectif → objective.,74,3962,74 | 3962
adj_0092,545,court,none,"adj,adv,nm",regular,false,court,courte,courts,courtes,short,短的,"* j'inscris mes objectifs long terme, court terme -- I wrote my short-term and long-term goals","j'inscris mes objectifs long terme, court terme",7,I wrote my short-term and long-term goals,court,Regular pattern: feminine +e; plural +s.,83,2356,83 | 2356
