id,number,french_lemma,thematic,pos,verb_group,is_reflexive,auxiliary,past_participle,present_je,present_tu,present_il_elle,present_nous,present_vous,present_ils_elles,pc_je,pc_tu,pc_il_elle,pc_nous,pc_vous,pc_ils_elles,english,chinese_explanation,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency
verb_0025,108,montrer,none,v,1er groupe,False,avoir,montré,montre,montres,montre,montrons,montrez,montrent,ai montré,as montré,a montré,avons montré,avez montré,ont montré,to show,展示；表明,* c'est une étrange façon de montrer votre reconnaissance -- that's a strange way to show your gratitude,c'est une étrange façon de montrer votre reconnaissance,8,that's a strange way to show your gratitude,92,5634,92 | 5634
verb_0026,113,continuer,none,v,1er groupe,False,avoir,continué,continue,continues,continue,continuons,continuez,continuent,ai continué,as continué,a continué,avons continué,avez continué,ont continué,to continue,继续,* tu continues de m'impressionner -- you continue to impress me,tu continues de m'impressionner,4,you continue to impress me,91,6377,91 | 6377
verb_0027,116,penser,none,"nm,v",1er groupe,False,avoir,pensé,pense,penses,pense,pensons,pensez,pensent,ai pensé,as pensé,a pensé,avons pensé,avez pensé,ont pensé,to think,思考；认为,* je pense que vous le connaissez bien -- I think you know him very well,je pense que vous le connaissez bien,7,I think you know him very well,78,16338-n,78 | 16338-n
verb_0028,120,suivre,Verbs of movement,v,3e groupe,False,avoir,suivi,suis,suis,suit,suivons,suivez,suivent,ai suivi,as suivi,a suivi,avons suivi,avez suivi,ont suivi,to follow,跟随；遵循,"* les autres, suivez-moi! -- everybody else, follow me!","les autres, suivez-moi!",3,"everybody else, follow me!",89,7251,89 | 7251
verb_0029,133,connaître,none,v,3e groupe,False,avoir,connu,connais,connais,connaît,connaissons,connaissez,connaissent,ai connu,as connu,a connu,avons connu,avez connu,ont connu,to know,认识；熟悉,* je le connaissais depuis vingt ans -- I had known him for twenty years,je le connaissais depuis vingt ans,6,I had known him for twenty years,83,10612,83 | 10612
verb_0030,135,croire,none,v,3e groupe,False,avoir,cru,crois,crois,croit,croyons,croyez,croient,ai cru,as cru,a cru,avons cru,avez cru,ont cru,to believe,相信；认为,* je n'arrive pas à y croire -- I just can't believe it,je n'arrive pas à y croire,6,I just can't believe it,77,15044-n,77 | 15044-n
verb_0031,139,commencer,none,v,1er groupe,False,avoir,commencé,commence,commences,commence,commençons,commencez,commencent,ai commencé,as commencé,a commencé,avons commencé,avez commencé,ont commencé,"to begin, start",开始,* il est important que ces entretiens commencent immédiatement -- it's important that these meetings start immediately,il est important que ces entretiens commencent immédiatement,8,it's important that these meetings start immediately,88,6996,88 | 6996
verb_0032,140,compter,none,v,1er groupe,False,avoir,compté,compte,comptes,compte,comptons,comptez,comptent,ai compté,as compté,a compté,avons compté,avez compté,ont compté,to count,计算；计数,* je peux compter sur toi -- I can count on you,je peux compter sur toi,5,I can count on you,89,6072,89 | 6072
verb_0033,149,entendre,Verbs of communication,v,3e groupe,False,avoir,entendu,entends,entends,entend,entendons,entendez,entendent,ai entendu,as entendu,a entendu,avons entendu,avez entendu,ont entendu,to hear,听见,* j'ai entendu la nouvelle -- I heard the news,j'ai entendu la nouvelle,4,I heard the news,81,10290,81 | 10290
verb_0034,155,attendre,none,v,3e groupe,False,avoir,attendu,attends,attends,attend,attendons,attendez,attendent,ai attendu,as attendu,a attendu,avons attendu,avez attendu,ont attendu,to wait,等待,* ma mère m'attend dans la grande salle -- my mother awaits me in the large room,ma mère m'attend dans la grande salle,7,my mother awaits me in the large room,82,9327,82 | 9327
verb_0035,156,remettre,none,v,3e groupe,False,avoir,remis,remets,remets,remet,remettons,remettez,remettent,ai remis,as remis,a remis,avons remis,avez remis,ont remis,"to deliver, replace, set, put",交还；放回；重新开始,* on s'est remis à marcher -- we resumed walking,on s'est remis à marcher,5,we resumed walking,93,3181,93 | 3181
verb_0036,157,appeler,Verbs of communication,v,1er groupe,False,avoir,appelé,appelle,appelles,appelle,appelons,appelez,appellent,ai appelé,as appelé,a appelé,avons appelé,avez appelé,ont appelé,to call,打电话；称呼,* comment s'appelle-t-il? -- what's his name?,comment s'appelle-t-il?,2,what's his name?,83,8899,83 | 8899
verb_0037,158,permettre,none,v,3e groupe,False,avoir,permis,permets,permets,permet,permettons,permettez,permettent,ai permis,as permis,a permis,avons permis,avez permis,ont permis,to allow,允许；使能够,* vous permettez que j'utilise votre téléphone? -- would you allow me to use your telephone?,vous permettez que j'utilise votre téléphone?,6,would you allow me to use your telephone?,78,11760,78 | 11760
verb_0038,159,occuper,none,v,1er groupe,False,avoir,occupé,occupe,occupes,occupe,occupons,occupez,occupent,ai occupé,as occupé,a occupé,avons occupé,avez occupé,ont occupé,to occupy,占据；使忙于,* sa main droite était occupée à tenir la petite valise -- his right hand was busy holding the small suitcase,sa main droite était occupée à tenir la petite valise,10,his right hand was busy holding the small suitcase,92,3921,92 | 3921
verb_0039,162,devenir,none,"nm,v",3e groupe,False,être,devenu,deviens,deviens,devient,devenons,devenez,deviennent,suis devenu,es devenu,est devenu,sommes devenu,êtes devenu,sont devenu,to become,变成；成为,* je suis très heureux que vous deveniez ma voisine -- I'm very happy you've become my neighbor,je suis très heureux que vous deveniez ma voisine,9,I'm very happy you've become my neighbor,82,8933,82 | 8933
verb_0040,163,partir,Verbs of movement,v,3e groupe,False,être,parti,pars,pars,part,partons,partez,partent,suis parti,es parti,est parti,sommes parti,êtes parti,sont parti,to leave,离开；出发,* il est parti à présent -- he is gone for the moment,il est parti à présent,5,he is gone for the moment,83,8299,83 | 8299
verb_0041,165,décider,none,v,1er groupe,False,avoir,décidé,décide,décides,décide,décidons,décidez,décident,ai décidé,as décidé,a décidé,avons décidé,avez décidé,ont décidé,to decide,决定,* j'ai décidé d'écrire un roman -- I decided to write a novel,j'ai décidé d'écrire un roman,5,I decided to write a novel,88,5533,88 | 5533
verb_0042,174,arriver,Verbs of movement,v,1er groupe,False,être,arrivé,arrive,arrives,arrive,arrivons,arrivez,arrivent,suis arrivé,es arrivé,est arrivé,sommes arrivé,êtes arrivé,sont arrivé,"to arrive, happen",到达；发生,* cela ne m'était pas arrivé depuis -- that hasn't happened to me since,cela ne m'était pas arrivé depuis,6,that hasn't happened to me since,79,10070,79 | 10070
verb_0043,177,servir,none,v,3e groupe,False,avoir,servi,sers,sers,sert,servons,servez,servent,ai servi,as servi,a servi,avons servi,avez servi,ont servi,to serve,服务；供应,* il m'a servi une coupe de champagne -- he served me a glass of champagne,il m'a servi une coupe de champagne,7,he served me a glass of champagne,89,4942,89 | 4942
verb_0044,180,sembler,none,v,1er groupe,False,avoir,semblé,semble,sembles,semble,semblons,semblez,semblent,ai semblé,as semblé,a semblé,avons semblé,avez semblé,ont semblé,to seem,似乎；显得,* le processus semble irréversible -- the process seems irreversible,le processus semble irréversible,4,the process seems irreversible,83,7471,83 | 7471
verb_0045,184,revenir,none,v,3e groupe,False,être,revenu,reviens,reviens,revient,revenons,revenez,reviennent,suis revenu,es revenu,est revenu,sommes revenu,êtes revenu,sont revenu,to come back,回来；返回,* je sais qu'elle ne reviendra jamais -- I know she will never return,je sais qu'elle ne reviendra jamais,6,I know she will never return,85,6514,85 | 6514
verb_0046,196,laisser,none,v,1er groupe,False,avoir,laissé,laisse,laisses,laisse,laissons,laissez,laissent,ai laissé,as laissé,a laissé,avons laissé,avez laissé,ont laissé,to leave,留下；让,* il va nous laisser tranquilles -- he'll leave us alone,il va nous laisser tranquilles,5,he'll leave us alone,77,9854,77 | 9854
verb_0047,199,recevoir,none,v,3e groupe,False,avoir,reçu,reçois,reçois,reçoit,recevons,recevez,reçoivent,ai reçu,as reçu,a reçu,avons reçu,avez reçu,ont reçu,to receive,收到；接收,* il n'a plus reçu de lettres de moi -- he didn't receive any more letters from me,il n'a plus reçu de lettres de moi,8,he didn't receive any more letters from me,82,7201,82 | 7201
verb_0048,200,répondre,Verbs of communication,v,3e groupe,False,avoir,répondu,réponds,réponds,répond,répondons,répondez,répondent,ai répondu,as répondu,a répondu,avons répondu,avez répondu,ont répondu,to answer,回答；回应,* j'aimerais y répondre par une autre question -- I would like to respond to it with another question,j'aimerais y répondre par une autre question,7,I would like to respond to it with another question,83,6672,83 | 6672
verb_0049,201,vivre,none,"nm,v",3e groupe,False,avoir,vécu,vis,vis,vit,vivons,vivez,vivent,ai vécu,as vécu,a vécu,avons vécu,avez vécu,ont vécu,to live,生活；活着,* aucune Marocaine ne vit seule dans le quartier -- no Moroccan woman lives alone in the neighborhood,aucune Marocaine ne vit seule dans le quartier,8,no Moroccan woman lives alone in the neighborhood,80,8023,80 | 8023
verb_0050,208,rappeler,none,v,1er groupe,False,avoir,rappelé,rappelle,rappelles,rappelle,rappelons,rappelez,rappellent,ai rappelé,as rappelé,a rappelé,avons rappelé,avez rappelé,ont rappelé,"to recall, call back",回想起；回电话,* je ne me rappelle pas avoir été aussi heureux -- I don't remember having been that happy,je ne me rappelle pas avoir été aussi heureux,9,I don't remember having been that happy,86,4966,86 | 4966
verb_0051,209,présenter,none,v,1er groupe,False,avoir,présenté,présente,présentes,présente,présentons,présentez,présentent,ai présenté,as présenté,a présenté,avons présenté,avez présenté,ont présenté,to present,介绍；呈现,"* papa je te présente Claire -- daddy, this is Claire",papa je te présente Claire,5,"daddy, this is Claire",79,8243,79 | 8243
verb_0052,210,accepter,none,v,1er groupe,False,avoir,accepté,accepte,acceptes,accepte,acceptons,acceptez,acceptent,ai accepté,as accepté,a accepté,avons accepté,avez accepté,ont accepté,to accept,接受,* j'accepte avec plaisir votre aimable invitation -- I accept with pleasure your kind invitation,j'accepte avec plaisir votre aimable invitation,6,I accept with pleasure your kind invitation,87,4705,87 | 4705
verb_0053,211,agir,none,v,2e groupe,False,avoir,agi,agis,agis,agit,agissons,agissez,agissent,ai agi,as agi,a agi,avons agi,avez agi,ont agi,to act,行动,* c'est le moment d'agir -- now is the time to act,c'est le moment d'agir,4,now is the time to act,78,8418,78 | 8418
verb_0054,218,poser,Verbs of communication,v,1er groupe,False,avoir,posé,pose,poses,pose,posons,posez,posent,ai posé,as posé,a posé,avons posé,avez posé,ont posé,"to put, pose, ask",放置；提出,* je ne me posais plus de questions -- I didn't ask myself any more questions,je ne me posais plus de questions,7,I didn't ask myself any more questions,84,5949,84 | 5949
verb_0055,219,jouer,none,v,1er groupe,False,avoir,joué,joue,joues,joue,jouons,jouez,jouent,ai joué,as joué,a joué,avons joué,avez joué,ont joué,to play,玩；参加比赛,* les enfants jouent dehors -- the children are playing outside,les enfants jouent dehors,4,the children are playing outside,83,6092,83 | 6092
verb_0056,221,reconnaître,none,v,3e groupe,False,avoir,reconnu,reconnais,reconnais,reconnaît,reconnaissons,reconnaissez,reconnaissent,ai reconnu,as reconnu,a reconnu,avons reconnu,avez reconnu,ont reconnu,to recognize,认出；承认,* Joseph reconnut le chant de la grive -- Joseph recognized the thrush's song,Joseph reconnut le chant de la grive,7,Joseph recognized the thrush's song,85,5513,85 | 5513
verb_0057,224,offrir,Verbs of communication,v,3e groupe,False,avoir,offert,offre,offres,offre,offrons,offrez,offrent,ai offert,as offert,a offert,avons offert,avez offert,ont offert,to offer,提供；给予,"* alors, je vous offre la vie éternelle -- so I offer you eternal life","alors, je vous offre la vie éternelle",7,so I offer you eternal life,87,4365,87 | 4365
verb_0058,226,choisir,none,v,2e groupe,False,avoir,choisi,choisis,choisis,choisit,choisissons,choisissez,choisissent,ai choisi,as choisi,a choisi,avons choisi,avez choisi,ont choisi,to choose,选择,* c'est maintenant le moment de choisir -- now is the moment to choose,c'est maintenant le moment de choisir,6,now is the moment to choose,89,3731,89 | 3731
verb_0059,231,toucher,none,"nm,v",1er groupe,False,avoir,touché,touche,touches,touche,touchons,touchez,touchent,ai touché,as touché,a touché,avons touché,avez touché,ont touché,to touch,触碰；涉及,* il lui touche l'épaule -- he touches her shoulder,il lui touche l'épaule,4,he touches her shoulder,88,4032,88 | 4032
verb_0060,242,aimer,none,v,1er groupe,False,avoir,aimé,aime,aimes,aime,aimons,aimez,aiment,ai aimé,as aimé,a aimé,avons aimé,avez aimé,ont aimé,"to like, love",喜欢；爱,* tu sais que je t’aime -- you know I love you,tu sais que je t’aime,5,you know I love you,71,10085 −n,71 | 10085 −n
verb_0061,244,retrouver,none,v,1er groupe,False,avoir,retrouvé,retrouve,retrouves,retrouve,retrouvons,retrouvez,retrouvent,ai retrouvé,as retrouvé,a retrouvé,avons retrouvé,avez retrouvé,ont retrouvé,"to find, recall",找回；重新想起,* je te retrouve dehors -- I'll find you outside,je te retrouve dehors,4,I'll find you outside,84,5166,84 | 5166
verb_0062,250,perdre,none,v,3e groupe,False,avoir,perdu,perds,perds,perd,perdons,perdez,perdent,ai perdu,as perdu,a perdu,avons perdu,avez perdu,ont perdu,to lose,失去,"* vous avez perdu votre mère, mademoiselle? -- did you lose your mother, miss?","vous avez perdu votre mère, mademoiselle?",6,"did you lose your mother, miss?",82,5728,82 | 5728
verb_0063,252,expliquer,Verbs of communication,v,1er groupe,False,avoir,expliqué,explique,expliques,explique,expliquons,expliquez,expliquent,ai expliqué,as expliqué,a expliqué,avons expliqué,avez expliqué,ont expliqué,to explain,解释,"* je vous en prie, expliquez-moi tout -- I beg you, explain everything to me","je vous en prie, expliquez-moi tout",6,"I beg you, explain everything to me",82,5749,82 | 5749
verb_0064,255,considérer,none,v,1er groupe,False,avoir,considéré,considère,considères,considère,considérons,considérez,considèrent,ai considéré,as considéré,a considéré,avons considéré,avez considéré,ont considéré,to consider,考虑；认为,* la présidence considère cela comme une priorité majeure -- the presidency considers that a major priority,la présidence considère cela comme une priorité majeure,8,the presidency considers that a major priority,85,4591,85 | 4591
verb_0065,257,ouvrir,none,v,3e groupe,False,avoir,ouvert,ouvre,ouvres,ouvre,ouvrons,ouvrez,ouvrent,ai ouvert,as ouvert,a ouvert,avons ouvert,avez ouvert,ont ouvert,to open,打开,"* s'il vous plaît, ouvrez les yeux -- please open your eyes","s'il vous plaît, ouvrez les yeux",6,please open your eyes,83,5254,83 | 5254
verb_0066,258,gagner,none,v,1er groupe,False,avoir,gagné,gagne,gagnes,gagne,gagnons,gagnez,gagnent,ai gagné,as gagné,a gagné,avons gagné,avez gagné,ont gagné,"to win, earn",赢；赚取,* que le meilleur gagne -- may the best man win,que le meilleur gagne,4,may the best man win,88,3492,88 | 3492
verb_0067,269,exister,none,v,1er groupe,False,avoir,existé,existe,existes,existe,existons,existez,existent,ai existé,as existé,a existé,avons existé,avez existé,ont existé,to exist,存在,* le risque n'existe plus -- there is no more risk,le risque n'existe plus,4,there is no more risk,83,5074,83 | 5074
verb_0068,271,refuser,Verbs of communication,v,1er groupe,False,avoir,refusé,refuse,refuses,refuse,refusons,refusez,refusent,ai refusé,as refusé,a refusé,avons refusé,avez refusé,ont refusé,to refuse,拒绝,* attendez...vous refusez d'obéir? -- wait... you refuse to obey?,attendez...vous refusez d'obéir?,3,wait... you refuse to obey?,87,3714,87 | 3714
verb_0069,278,lire,Verbs of communication,"nf,v",3e groupe,False,avoir,lu,lis,lis,lit,lisons,lisez,lisent,ai lu,as lu,a lu,avons lu,avez lu,ont lu,to read; lira,阅读,* je ne voulais pas lire mes poèmes -- I didn't want to read my poems,je ne voulais pas lire mes poèmes,7,I didn't want to read my poems,80,5707,80 | 5707
verb_0070,279,réussir,none,v,2e groupe,False,avoir,réussi,réussis,réussis,réussit,réussissons,réussissez,réussissent,ai réussi,as réussi,a réussi,avons réussi,avez réussi,ont réussi,to succeed,成功,* il ne réussit pas à vendre un seul dessin -- he can't manage to sell even one drawing,il ne réussit pas à vendre un seul dessin,9,he can't manage to sell even one drawing,89,2822,89 | 2822
verb_0071,283,changer,none,v,1er groupe,False,avoir,changé,change,changes,change,changeons,changez,changent,ai changé,as changé,a changé,avons changé,avez changé,ont changé,to change,改变,"* ensemble, ils ont changé beaucoup de choses -- together, they changed many things","ensemble, ils ont changé beaucoup de choses",7,"together, they changed many things",82,5082,82 | 5082
verb_0072,290,travailler,Verbs – differences across registers,v,1er groupe,False,avoir,travaillé,travaille,travailles,travaille,travaillons,travaillez,travaillent,ai travaillé,as travaillé,a travaillé,avons travaillé,avez travaillé,ont travaillé,to work,工作,* nous devons travailler ensemble -- we have to work together,nous devons travailler ensemble,4,we have to work together,76,6761,76 | 6761
verb_0073,293,représenter,Verbs of communication,v,1er groupe,False,avoir,représenté,représente,représentes,représente,représentons,représentez,représentent,ai représenté,as représenté,a représenté,avons représenté,avez représenté,ont représenté,to represent,代表,* il représente bien le sport français -- he represents French sports very well,il représente bien le sport français,6,he represents French sports very well,80,5385,80 | 5385
verb_0074,302,assurer,Verbs of communication,v,1er groupe,False,avoir,assuré,assure,assures,assure,assurons,assurez,assurent,ai assuré,as assuré,a assuré,avons assuré,avez assuré,ont assuré,"to assure, insure",保证；确保,* le contrat assure une pension à l'époux survivant -- the contract guarantees a pension to the surviving spouse,le contrat assure une pension à l'époux survivant,8,the contract guarantees a pension to the surviving spouse,77,6044,77 | 6044
verb_0075,303,essayer,none,v,1er groupe,False,avoir,essayé,essaie,essaies,essaie,essayons,essayez,essaient,ai essayé,as essayé,a essayé,avons essayé,avez essayé,ont essayé,to try,尝试,* je vais essayer de vous convaincre -- I'll try to convince you,je vais essayer de vous convaincre,6,I'll try to convince you,79,5341,79 | 5341
verb_0076,306,empêcher,none,v,1er groupe,False,avoir,empêché,empêche,empêches,empêche,empêchons,empêchez,empêchent,ai empêché,as empêché,a empêché,avons empêché,avez empêché,ont empêché,to prevent,阻止；妨碍,* cela n'aurait évidemment rien empêché -- apparently that wouldn't have prevented anything,cela n'aurait évidemment rien empêché,5,apparently that wouldn't have prevented anything,89,2705,89 | 2705
verb_0077,309,sortir,Verbs of movement,v,3e groupe,False,être/avoir,sorti,sors,sors,sort,sortons,sortez,sortent,suis/ai sorti,es/as sorti,est/a sorti,sommes/avons sorti,êtes/avez sorti,sont/ont sorti,"to go out, leave",出去；离开,* sortez ou j'appelle la police -- get out of here or I'll call the police,sortez ou j'appelle la police,5,get out of here or I'll call the police,73,7005,73 | 7005
verb_0078,313,reprendre,none,v,3e groupe,False,avoir,repris,reprends,reprends,reprend,reprenons,reprenez,reprennent,ai repris,as repris,a repris,avons repris,avez repris,ont repris,"to resume, recover, start again, take back",重新开始；取回,"* on peut les arrêter, leur reprendre cette ville -- we can arrest them, take back this city from them","on peut les arrêter, leur reprendre cette ville",8,"we can arrest them, take back this city from them",84,3867,84 | 3867
verb_0079,316,mener,Verbs of movement,v,1er groupe,False,avoir,mené,mène,mènes,mène,menons,menez,mènent,ai mené,as mené,a mené,avons mené,avez mené,ont mené,to lead,带领；引导,* la police mène une enquête pour arrêter les assaillants -- the police are leading an investigation to arrest the attackers,la police mène une enquête pour arrêter les assaillants,9,the police are leading an investigation to arrest the attackers,85,3622,85 | 3622
verb_0080,319,appartenir,none,v,3e groupe,False,avoir,appartenu,appartiens,appartiens,appartient,appartenons,appartenez,appartiennent,ai appartenu,as appartenu,a appartenu,avons appartenu,avez appartenu,ont appartenu,to belong,属于,* cet argent n'appartient pas au gouvernement -- this money does not belong to the government,cet argent n'appartient pas au gouvernement,6,this money does not belong to the government,91,1920,91 | 1920
verb_0081,322,risquer,none,v,1er groupe,False,avoir,risqué,risque,risques,risque,risquons,risquez,risquent,ai risqué,as risqué,a risqué,avons risqué,avez risqué,ont risqué,to risk,冒险；有风险,* un avocat ne viendra pas risquer sa vie -- a lawyer won't come here to risk his life,un avocat ne viendra pas risquer sa vie,8,a lawyer won't come here to risk his life,88,2752,88 | 2752
